production_number,case,source_cases,physical_number,source_path_relative,recommended_format,source_media,source_bytes,sha256,target_directory,target_media,preflight_state
234,05750--cbwfrwhrs2-dg--382d8c50,05750--cbwfrwhrs2-dg--382d8c50,1,ZH_Generals\W3D.big\Art\W3D\CBWFrWhrs2_DG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05750--cbwfrwhrs2-dg--382d8c50\Civilian - Residential Building - Waterfront Wherehouse 02 - CBWFrWhrs2_DG.gif,52300,783af5f4538217508ec531d57285b854873d3b8e067a303e3e92d8b1ad9e4392,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Waterfront Wherehouse 02 - CBWFrWhrs2_DG.gif,new
235,03017--pmouthouse01-g--f2f365d2,03017--pmouthouse01-g--f2f365d2,1,W3DZH.big\Art\W3D\pmouthouse01_g.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03017--pmouthouse01-g--f2f365d2\Environment - Base Building - Outhouse 01 - pmouthouse01_g.gif,103703,72897d867e05d8e9c6d9257e9a56aca61aac2c4d96efbc48e489c1457174619d,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Environment - Base Building - Outhouse 01 - pmouthouse01_g.gif,new
236,03020--pmouthouse02-g--afde52eb,03020--pmouthouse02-g--afde52eb,1,W3DZH.big\Art\W3D\pmouthouse02_g.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03020--pmouthouse02-g--afde52eb\Environment - Base Building - Outhouse 02 - pmouthouse02_g.gif,104203,0d151f7e1a9f08026f82023394928d57c309fdebf54124125629f419e2623bdd,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Environment - Base Building - Outhouse 02 - pmouthouse02_g.gif,new
238,06628--pmchkpnt02-d--bf359356,06628--pmchkpnt02-d--bf359356,1,ZH_Generals\W3D.big\Art\W3D\PMChkPnt02_D.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06628--pmchkpnt02-d--bf359356\Environment - Prop - Check Point Crossing Guard - PMChkPnt02_D.gif,47113,58b5ea488949abcece69ec2a90b70230a30ccbafe0b0f813b2410dcd25b53658,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Environment - Prop - Check Point Crossing Guard - PMChkPnt02_D.gif,new
239,05841--pmclthln--17c264cb,05841--pmclthln--17c264cb,1,ZH_Generals\W3D.big\Art\W3D\Clothes Line - PMClthLn.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05841--pmclthln--17c264cb\Environment - Prop - Clothes Line - PMClthLn.gif,259462,52f35ad5d3c2e2e1be0693d32684fc7baa46bc0b31c51b439cd6d62a2dcfcdea,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Environment - Prop - Clothes Line - PMClthLn.gif,new
240,06896--pmrrsign--8617d215,06896--pmrrsign--8617d215,1,ZH_Generals\W3D.big\Art\W3D\RR Sign - PMRRSign.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06896--pmrrsign--8617d215\Environment - Prop - RR Sign - PMRRSign.gif,29722,5c68c0504a38417138f5edc01e702a2578124e73645a815b8eaa276b723d984c,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Environment - Prop - RR Sign - PMRRSign.gif,new
241,03041--pmsprinklr-d--3ef504cc,03041--pmsprinklr-d--3ef504cc,1,W3DZH.big\Art\W3D\PMSprinklr_d.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03041--pmsprinklr-d--3ef504cc\Environment - Prop - Sprinkler - PMSprinklr_d.gif,43605,1ea646aa302441bcd16e2174d60214df4025da79717036d942c1ef52344c564b,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Environment - Prop - Sprinkler - PMSprinklr_d.gif,new
242,06975--pmswing--a3933006,06975--pmswing--a3933006,1,ZH_Generals\W3D.big\Art\W3D\Swing - PMSwing.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06975--pmswing--a3933006\Environment - Prop - Swing - PMSwing.gif,363259,4df091e7b13a630c340130d5b9abef8113719d61def6b7e290f5bbc585dc7593,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Environment - Prop - Swing - PMSwing.gif,new
243,03058--pmtorch-n--ef136a40,03058--pmtorch-n--ef136a40,1,W3DZH.big\Art\W3D\PMTORCH_N.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03058--pmtorch-n--ef136a40\Environment - Prop - Torches - PMTORCH_N.gif,49555,0c856ba0d66040f8d94586310376c8749627e619d3fc3b26df968cac7e66637b,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Environment - Prop - Torches - PMTORCH_N.gif,new
244,03095--pmtrnfrmer2-d--c1cc922f,03095--pmtrnfrmer2-d--c1cc922f,1,W3DZH.big\Art\W3D\PMTrnfrmer2_d.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03095--pmtrnfrmer2-d--c1cc922f\Environment - Prop - Trnfrmer 2 - PMTrnfrmer2_d.gif,72017,22fcf0d5079767299983a0d8e859b28051aac6ec6ec1838b82ca223bfe1ea67a,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Environment - Prop - Trnfrmer 2 - PMTrnfrmer2_d.gif,new
245,03098--pmuncrate--fad3af0b,03098--pmuncrate--fad3af0b,1,W3DZH.big\Art\W3D\PMUNCrate.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03098--pmuncrate--fad3af0b\Environment - Prop - UN Crate - PMUNCrate.gif,69660,5123386af4b999b1ac55e9b828a2f882c7d64e74e6c555ffc86d60861b876c2c,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Environment - Prop - UN Crate - PMUNCrate.gif,new
246,03099--pmuncrate02--2787f814,03099--pmuncrate02--2787f814,1,W3DZH.big\Art\W3D\PMUNCrate02.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03099--pmuncrate02--2787f814\Environment - Prop - UN Crate 02 - PMUNCrate02.gif,64971,66cb4a7dc3b45b6a7f138a112b423a475f3be4e977b6970089ca64411c4e0e03,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Environment - Prop - UN Crate 02 - PMUNCrate02.gif,new
247,06099--uvcargopln--ef932146,06099--uvcargopln--ef932146,1,ZH_Generals\W3D.big\Art\W3D\GLA Jet Cargo Plane - UVCargoPln.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06099--uvcargopln--ef932146\GLA - Aviation - Cargo Plane - UVCargoPln.gif,82314,e315b35a7002af7b2291351944304cd936b274232eb3ddc9047f7ac5fd068bda,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\GLA - Aviation - Cargo Plane - UVCargoPln.gif,new
248,07261--uvcargopln-d--cf903085,07261--uvcargopln-d--cf903085,1,ZH_Generals\W3D.big\Art\W3D\UVCargoPln_d.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\07261--uvcargopln-d--cf903085\GLA - Aviation - Cargo Plane - UVCargoPln_d.gif,84163,9c526b8c285c98fe3f200ebfb51e95dd24afb0be36875a30491b99379ce96ea0,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\GLA - Aviation - Cargo Plane - UVCargoPln_d.gif,new
249,03223--ubarfrccmd--96ad834b,03223--ubarfrccmd--96ad834b,1,W3DZH.big\Art\W3D\UBArFrcCmd.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03223--ubarfrccmd--96ad834b\GLA - Base Building - Ar Frc Cmd - UBArFrcCmd.gif,54381,c2cd96e2fe6d5ccb12fe18a42ee95eec1af49b19beec10f1bf0e859b8fb52b24,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Ar Frc Cmd - UBArFrcCmd.gif,new
252,03235--ubarmdealf--e8a0334d,03235--ubarmdealf--e8a0334d,1,W3DZH.big\Art\W3D\UBArmDealF.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03235--ubarmdealf--e8a0334d\GLA - Base Building - Arm Deal F - UBArmDealF.gif,116570,658eff2c7138957c58a5c7ab7558ef34841effd01657a0b50ba5b9de27ef7400,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Arm Deal F - UBArmDealF.gif,new
253,03237--ubarmdealf-ns--322be28e,03237--ubarmdealf-ns--322be28e,1,W3DZH.big\Art\W3D\UBArmDealF_NS.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03237--ubarmdealf-ns--322be28e\GLA - Base Building - Arm Deal F NS - UBArmDealF_NS.gif,112329,62b7aa2becb61707fe9282d235a9c9c36233c76c2878d019d9f429b1a1481a71,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Arm Deal F NS - UBArmDealF_NS.gif,new
254,03275--ubblackmktf--30bb65ea,03275--ubblackmktf--30bb65ea,1,W3DZH.big\Art\W3D\UBBlackMktF.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03275--ubblackmktf--30bb65ea\GLA - Base Building - Black Mkt F - UBBlackMktF.gif,337800,6f718acad9e59bd7fc9e57c7d165be71f2ae6c718ff7a18f079d2a019defc6a8,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Black Mkt F - UBBlackMktF.gif,new
255,03277--ubblackmktf-ns--7535ea57,03277--ubblackmktf-ns--7535ea57,1,W3DZH.big\Art\W3D\UBBlackMktF_NS.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03277--ubblackmktf-ns--7535ea57\GLA - Base Building - Black Mkt F NS - UBBlackMktF_NS.gif,362795,cfe73728eb5fae355631bc33a42bd54200b1b00316440d7afd3c298c2723c083,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Black Mkt F NS - UBBlackMktF_NS.gif,new
256,03296--ubcmdcg--5dcc6174,03296--ubcmdcg--5dcc6174,1,W3DZH.big\Art\W3D\UBCmdCG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03296--ubcmdcg--5dcc6174\GLA - Base Building - Cmd CG - UBCmdCG.gif,124449,f56f3cd4fcbb36bada4f97ce10eb1f49204cb55e7fe8f52033eb23860d1676a6,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Cmd CG - UBCmdCG.gif,new
257,03297--ubcmdexg--b1268fba,03297--ubcmdexg--b1268fba,1,W3DZH.big\Art\W3D\UBCmdEXG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03297--ubcmdexg--b1268fba\GLA - Base Building - Cmd EXG - UBCmdEXG.gif,169811,64f748b73f74d6cb2d992043e10c06c31ffe314959694e13ac2de95fc3b71661,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Cmd EXG - UBCmdEXG.gif,new
258,03362--ubcmdhqf--9a7763bc,03362--ubcmdhqf--9a7763bc,1,W3DZH.big\Art\W3D\UBCmdHQF.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03362--ubcmdhqf--9a7763bc\GLA - Base Building - Cmd HQF - UBCmdHQF.gif,159310,bae7490fe5837c96b557ad6121f30763ce3f3a377f2edaf51af135beb60be0f1,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Cmd HQF - UBCmdHQF.gif,new
259,03364--ubcmdhqf-ns--f015dff8,03364--ubcmdhqf-ns--f015dff8,1,W3DZH.big\Art\W3D\UBCmdHQF_NS.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03364--ubcmdhqf-ns--f015dff8\GLA - Base Building - Cmd HQF NS - UBCmdHQF_NS.gif,114337,dec7c51ba1a4bdd613ded48a9a19a15485c514e6bd782572f5c14b63cfd39753,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Cmd HQF NS - UBCmdHQF_NS.gif,new
260,03391--ubcmdvg--0461740c,03391--ubcmdvg--0461740c,1,W3DZH.big\Art\W3D\UBCmdVG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03391--ubcmdvg--0461740c\GLA - Base Building - Cmd VG - UBCmdVG.gif,126824,87cbe38ccb311ddcd33876d744918dd17571e87ffffe94a6b3e7d87489dd3d46,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Cmd VG - UBCmdVG.gif,new
262,03395--ubhole-a1--360e4bcf,03395--ubhole-a1--360e4bcf,1,W3DZH.big\Art\W3D\UBHole_A1.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03395--ubhole-a1--360e4bcf\GLA - Base Building - Hole - UBHole_A1.gif,538234,92aeaa5f9ddce0728f50ebab854fe773fd8b902fed4663e3e2244dcbcc4456c9,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Hole - UBHole_A1.gif,new
263,03449--ubprison-e--7dcec24e,03449--ubprison-e--7dcec24e,1,W3DZH.big\Art\W3D\UBPrison_E.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03449--ubprison-e--7dcec24e\GLA - Base Building - Prison - UBPrison_E.gif,75875,d33db8f2e1d490d3e14ebf238d451fe3675d93082dc57809d8e1b975b1e4546b,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Prison - UBPrison_E.gif,new
271,03494--ubsnatk-sanm--8b5bb3f8,03494--ubsnatk-sanm--8b5bb3f8,1,W3DZH.big\Art\W3D\UBSnAtk_Sanm.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03494--ubsnatk-sanm--8b5bb3f8\GLA - Base Building - Sneak Attack Tunnel Network Start - UBSnAtk_Sanm.mp4,26194,766773bc29442ed0293de4314415c029b77a98ba199280971feb8b705683fe28,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Sneak Attack Tunnel Network Start - UBSnAtk_Sanm.mp4,new
272,03523--ubsupplyf--887263f0,03523--ubsupplyf--887263f0,1,W3DZH.big\Art\W3D\UBSupplyF.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03523--ubsupplyf--887263f0\GLA - Base Building - Supply F - UBSupplyF.gif,119131,292c558c701e868871366515e11cf6b7f1b2bccaf276dfacaedb72b26c2a5c79,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Supply F - UBSupplyF.gif,new
273,03525--ubsupplyf-ns--674879eb,03525--ubsupplyf-ns--674879eb,1,W3DZH.big\Art\W3D\UBSupplyF_NS.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03525--ubsupplyf-ns--674879eb\GLA - Base Building - Supply F NS - UBSupplyF_NS.gif,103429,d8941325cbede96e4d73b25de46647db9994e3cc57087ec9782a538c68d5e0a7,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Building - Supply F NS - UBSupplyF_NS.gif,new
277,02308--ubcmdhqc--55903bdc,02308--ubcmdhqc--55903bdc,1,"W3DZH.big\Art\W3D\Chem Fake GLA Command Center, Chem GLA Command Center, GC Chem GLA Command Center - UBCmdHQC.w3d",gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02308--ubcmdhqc--55903bdc\GLA - Base Infrastructure - Command Center - UBCmdHQC.gif,213846,0209db760c02b4c8fcf13825af4a96295b69febddffd199c24727d3242137926,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Infrastructure - Command Center - UBCmdHQC.gif,new
278,03350--ubcmdhqeg--752830d8,03350--ubcmdhqeg--752830d8,1,W3DZH.big\Art\W3D\UBCmdHqEG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03350--ubcmdhqeg--752830d8\GLA - Base Infrastructure - Fake GLA Command Center - UBCmdHqEG.gif,216320,dafc89412f56f3b40caae029d57a4b4072d92ab438b37b660fe989edd882a6cd,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Base Infrastructure - Fake GLA Command Center - UBCmdHqEG.gif,new
280,03579--uvcombikejacker--b00a5886,03579--uvcombikejacker--b00a5886,1,W3DZH.big\Art\W3D\UVComBikeJacker.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03579--uvcombikejacker--b00a5886\GLA - Ground Vehicles - Com Bike Jacker - UVComBikeJacker.mp4,35341,0a58ee80d1865bc545c9bb32209f3e67f0ffe11ddea6984afcda7e3c77182110,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Ground Vehicles - Com Bike Jacker - UVComBikeJacker.mp4,new
281,03581--uvcombikejacker-r--8f7194c3,03581--uvcombikejacker-r--8f7194c3,1,W3DZH.big\Art\W3D\UVComBikeJacker_r.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03581--uvcombikejacker-r--8f7194c3\GLA - Ground Vehicles - Com Bike Jacker r - UVComBikeJacker_r.mp4,32138,ae90ac4b4de8e64de60ff30ea932badfe3ec61c4249aaf92a173cdfd62085069,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Ground Vehicles - Com Bike Jacker r - UVComBikeJacker_r.mp4,new
282,03582--uvcombiketer--1799fd75,03582--uvcombiketer--1799fd75,1,W3DZH.big\Art\W3D\UVComBikeTer.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03582--uvcombiketer--1799fd75\GLA - Ground Vehicles - Com Bike Ter - UVComBikeTer.mp4,36423,9497dbf147a0260425bc24f7a82d260de1c3f1ba6e1fcca2affd3965d5977b38,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Ground Vehicles - Com Bike Ter - UVComBikeTer.mp4,new
283,03584--uvcombiketer-r--d51d0cb9,03584--uvcombiketer-r--d51d0cb9,1,W3DZH.big\Art\W3D\UVComBikeTer_r.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03584--uvcombiketer-r--d51d0cb9\GLA - Ground Vehicles - Com Bike Ter r - UVComBikeTer_r.mp4,28989,0a8f2124d4041023cf7def82a004b6302341033b0d8ea9a5778f8c876fa7bf80,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Ground Vehicles - Com Bike Ter r - UVComBikeTer_r.mp4,new
284,03591--uvcombiketunfan--c18f8081,03591--uvcombiketunfan--c18f8081,1,W3DZH.big\Art\W3D\UVComBikeTunFan.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03591--uvcombiketunfan--c18f8081\GLA - Ground Vehicles - Com Bike Tun Fan - UVComBikeTunFan.mp4,28916,5649eac1f7e997f972b8cf50fb629cd237025687996beb457ca75879574c35fd,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Ground Vehicles - Com Bike Tun Fan - UVComBikeTunFan.mp4,new
285,03593--uvcombiketunfan-r--7e13c6bf,03593--uvcombiketunfan-r--7e13c6bf,1,W3DZH.big\Art\W3D\UVComBikeTunFan_r.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03593--uvcombiketunfan-r--7e13c6bf\GLA - Ground Vehicles - Com Bike Tun Fan r - UVComBikeTunFan_r.mp4,23292,a324a659e770f5ce9203ab488e1327d7911fa9f27d518f8739b554cf30fa39b7,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Ground Vehicles - Com Bike Tun Fan r - UVComBikeTunFan_r.mp4,new
286,03586--uvcombiketn-a1--b2268cbc,03586--uvcombiketn-a1--b2268cbc,1,W3DZH.big\Art\W3D\UVComBikeTn_A1.w3d,mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03586--uvcombiketn-a1--b2268cbc\GLA - Ground Vehicles - Combat Bike - UVComBikeTn_A1.mp4,12513,d07dcdfc0ef8e0cd0c284e099f301078dae0af1c288dc5cabc7a4b1cdc1213b9,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Ground Vehicles - Combat Bike - UVComBikeTn_A1.mp4,new
287,05785--uvquadcann--9c410ec0,05785--uvquadcann--9c410ec0,1,"ZH_Generals\W3D.big\Art\W3D\Chem GLA Vehicle Quad Cannon, CINE GLA Vehicle Quad Cannon, Demo GLA Vehicle Quad Cannon, GC Chem GLA Vehicle Quad Cannon, GC Slth GLA Vehicle Quad - UVQuadCann.w3d",mp4,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05785--uvquadcann--9c410ec0\GLA - Ground Vehicles - Quad Cannon - UVQuadCann.mp4,26309,06096831ab7ed126fedd45902ef48a04fd22275d86a5ecdffe4af37918ea8422,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\GLA - Ground Vehicles - Quad Cannon - UVQuadCann.mp4,new
288,05786--uvradarvan--f750bcf7,05786--uvradarvan--f750bcf7,1,"ZH_Generals\W3D.big\Art\W3D\Chem GLA Vehicle Radar Van, Demo GLA Vehicle Radar Van, GC Chem GLA Vehicle Radar Van, GC Slth GLA Vehicle Radar Van, GLA Vehicle Radar Van, Slth G - UVRadarVan.w3d",gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05786--uvradarvan--f750bcf7\GLA - Ground Vehicles - Radar Van - UVRadarVan.gif,209718,67cb8c64c189c0cb0f300c4c596a9a998618cbe945158afa0064ce95279445c5,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\GLA - Ground Vehicles - Radar Van - UVRadarVan.gif,new
290,05775--ubarmdeal--d8da7ade,05775--ubarmdeal--d8da7ade,1,"ZH_Generals\W3D.big\Art\W3D\Chem Fake GLA Arms Dealer, Chem GLA Arms Dealer, Demo Fake GLA Arms Dealer, Demo GLA Arms Dealer, Fake GLA Arms Dealer, GC Chem GLA Arms Dealer, GC - UBArmDeal.w3d",gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05775--ubarmdeal--d8da7ade\GLA - Production Building - Arms Dealer - UBArmDeal.gif,145146,ebf0f4252e1ffb8dfad504ea09cbab9ad7a2e4bc596dac6f101b03fe2e720059,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\GLA - Production Building - Arms Dealer - UBArmDeal.gif,new
291,03259--ubbarrkseg--5b89109d,03259--ubbarrkseg--5b89109d,1,W3DZH.big\Art\W3D\UBBarrksEG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03259--ubbarrkseg--5b89109d\GLA - Production Building - Barracks - UBBarrksEG.gif,161869,dc1c1dbb982c96e6ab7c092555b9bb41a4c18a42f52b1f351736f514b0c3a8ae,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Production Building - Barracks - UBBarrksEG.gif,new
292,03255--ubbarracksf--94330a3a,03255--ubbarracksf--94330a3a,1,W3DZH.big\Art\W3D\UBBarracksF.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03255--ubbarracksf--94330a3a\GLA - Production Building - Barracks F - UBBarracksF.gif,178655,863410e11b9a77ab2b0665c0a862b3cd1c48cb97eb2dfe23e922500b54175621,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Production Building - Barracks F - UBBarracksF.gif,new
294,03280--ubblkmkteg-d--09917430,03280--ubblkmkteg-d--09917430,1,W3DZH.big\Art\W3D\UBBlkMktEG_D.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\03280--ubblkmkteg-d--09917430\GLA - Technology Building - Black Market - UBBlkMktEG_D.gif,163661,847421f8ec00147f870a532fd2131bd3132285682fc9f2a61b432db8b2d11ab8,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\GLA - Technology Building - Black Market - UBBlkMktEG_D.gif,new
