case,source_path_relative,faction_or_context,functional_family,descriptive_asset_name,canonical_stem,conversion_status,automatic_image_gate,final_decision,final_decision_reason,glb_round_trip_valid,glb,contact_sheet
01828--cbthouse04-es--6d03c9f0,W3DZH.big\Art\W3D\CBTHouse04_ES.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01828--cbthouse04-es--6d03c9f0\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01828--cbthouse04-es--6d03c9f0\four-view.png
01829--cbthouse04-esn--0a48c988,W3DZH.big\Art\W3D\CBTHouse04_ESN.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_ESN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01829--cbthouse04-esn--0a48c988\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01829--cbthouse04-esn--0a48c988\four-view.png
01830--cbthouse04-gd--63f31fed,W3DZH.big\Art\W3D\CBTHouse04_GD.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_GD,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01830--cbthouse04-gd--63f31fed\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01830--cbthouse04-gd--63f31fed\four-view.png
01831--cbthouse04-rs--783ee919,W3DZH.big\Art\W3D\CBTHouse04_RS.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_RS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01831--cbthouse04-rs--783ee919\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01831--cbthouse04-rs--783ee919\four-view.png
01832--cbthouse04-rsn--51e97c17,W3DZH.big\Art\W3D\CBTHouse04_RSN.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_RSN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01832--cbthouse04-rsn--51e97c17\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01832--cbthouse04-rsn--51e97c17\four-view.png
01833--cbthouse04-s--78cd0144,W3DZH.big\Art\W3D\CBTHouse04_S.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01833--cbthouse04-s--78cd0144\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01833--cbthouse04-s--78cd0144\four-view.png
01834--cbthouse04-sg--2c9e175a,W3DZH.big\Art\W3D\CBTHouse04_SG.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_SG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01834--cbthouse04-sg--2c9e175a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01834--cbthouse04-sg--2c9e175a\four-view.png
01835--cbthouse04-sn--ecaf783e,W3DZH.big\Art\W3D\CBTHouse04_SN.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_SN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01835--cbthouse04-sn--ecaf783e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01835--cbthouse04-sn--ecaf783e\four-view.png
01836--cbthouse04-sng--c203179d,W3DZH.big\Art\W3D\CBTHouse04_SNG.w3d,Civilian,Residential Building,Mogadishu House 04,CBTHouse04_SNG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01836--cbthouse04-sng--c203179d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01836--cbthouse04-sng--c203179d\four-view.png
01837--cbthouse05-dsn--1a9d76bb,W3DZH.big\Art\W3D\CBTHouse05_DSN.w3d,Civilian,Residential Building,Mogadishu House 05,CBTHouse05_DSN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01837--cbthouse05-dsn--1a9d76bb\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01837--cbthouse05-dsn--1a9d76bb\four-view.png
01838--cbthouse05-dsng--54fe6755,W3DZH.big\Art\W3D\CBTHouse05_DSNG.w3d,Civilian,Residential Building,Mogadishu House 05,CBTHouse05_DSNG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01838--cbthouse05-dsng--54fe6755\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01838--cbthouse05-dsng--54fe6755\four-view.png
01839--cbthouse05-esn--074eb1b2,W3DZH.big\Art\W3D\CBTHouse05_ESN.w3d,Civilian,Residential Building,Mogadishu House 05,CBTHouse05_ESN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01839--cbthouse05-esn--074eb1b2\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01839--cbthouse05-esn--074eb1b2\four-view.png
01840--cbthouse05-rsn--0c4672c6,W3DZH.big\Art\W3D\CBTHouse05_RSn.w3d,Civilian,Residential Building,Mogadishu House 05,CBTHouse05_RSn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01840--cbthouse05-rsn--0c4672c6\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01840--cbthouse05-rsn--0c4672c6\four-view.png
01841--cbthouse05-sn--ae834613,W3DZH.big\Art\W3D\CBTHouse05_SN.w3d,Civilian,Residential Building,Mogadishu House 05,CBTHouse05_SN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01841--cbthouse05-sn--ae834613\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01841--cbthouse05-sn--ae834613\four-view.png
01842--cbthouse05-sng--3d7d0936,W3DZH.big\Art\W3D\CBTHouse05_SNG.w3d,Civilian,Residential Building,Mogadishu House 05,CBTHouse05_SNG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01842--cbthouse05-sng--3d7d0936\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01842--cbthouse05-sng--3d7d0936\four-view.png
01843--cbthouse06-ds--994a65d5,W3DZH.big\Art\W3D\CBTHouse06_ds.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_ds,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01843--cbthouse06-ds--994a65d5\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01843--cbthouse06-ds--994a65d5\four-view.png
01844--cbthouse06-dsg--94c854bd,W3DZH.big\Art\W3D\CBTHouse06_dsg.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_dsg,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01844--cbthouse06-dsg--94c854bd\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01844--cbthouse06-dsg--94c854bd\four-view.png
01845--cbthouse06-dsn--c83262eb,W3DZH.big\Art\W3D\CBTHouse06_dsn.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_dsn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01845--cbthouse06-dsn--c83262eb\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01845--cbthouse06-dsn--c83262eb\four-view.png
01846--cbthouse06-dsng--518c891e,W3DZH.big\Art\W3D\CBTHouse06_dsng.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_dsng,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01846--cbthouse06-dsng--518c891e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01846--cbthouse06-dsng--518c891e\four-view.png
01847--cbthouse06-es--0a111acf,W3DZH.big\Art\W3D\CBTHouse06_es.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_es,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01847--cbthouse06-es--0a111acf\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01847--cbthouse06-es--0a111acf\four-view.png
01848--cbthouse06-esn--4f1cce58,W3DZH.big\Art\W3D\CBTHouse06_esn.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_esn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01848--cbthouse06-esn--4f1cce58\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01848--cbthouse06-esn--4f1cce58\four-view.png
01849--cbthouse06-rs--17707392,W3DZH.big\Art\W3D\CBTHouse06_rs.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_rs,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01849--cbthouse06-rs--17707392\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01849--cbthouse06-rs--17707392\four-view.png
01850--cbthouse06-rsn--875df587,W3DZH.big\Art\W3D\CBTHouse06_rsn.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_rsn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01850--cbthouse06-rsn--875df587\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01850--cbthouse06-rsn--875df587\four-view.png
01851--cbthouse06-s--2eb712df,W3DZH.big\Art\W3D\CBTHouse06_s.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_s,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01851--cbthouse06-s--2eb712df\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01851--cbthouse06-s--2eb712df\four-view.png
01852--cbthouse06-sg--13a9f343,W3DZH.big\Art\W3D\CBTHouse06_sg.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_sg,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01852--cbthouse06-sg--13a9f343\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01852--cbthouse06-sg--13a9f343\four-view.png
01853--cbthouse06-sn--17a20cdd,W3DZH.big\Art\W3D\CBTHouse06_sn.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_sn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01853--cbthouse06-sn--17a20cdd\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01853--cbthouse06-sn--17a20cdd\four-view.png
01854--cbthouse06-sng--817dfb87,W3DZH.big\Art\W3D\CBTHouse06_sng.w3d,Civilian,Residential Building,Mogadishu House 06,CBTHouse06_sng,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01854--cbthouse06-sng--817dfb87\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01854--cbthouse06-sng--817dfb87\four-view.png
01855--cbthouse07-ds--24587322,W3DZH.big\Art\W3D\CBTHouse07_ds.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_ds,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01855--cbthouse07-ds--24587322\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01855--cbthouse07-ds--24587322\four-view.png
01856--cbthouse07-dsg--5f5246c5,W3DZH.big\Art\W3D\CBTHouse07_dsg.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_dsg,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01856--cbthouse07-dsg--5f5246c5\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01856--cbthouse07-dsg--5f5246c5\four-view.png
01857--cbthouse07-dsn--1756c78e,W3DZH.big\Art\W3D\CBTHouse07_dsn.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_dsn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01857--cbthouse07-dsn--1756c78e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01857--cbthouse07-dsn--1756c78e\four-view.png
01858--cbthouse07-dsng--b3be4699,W3DZH.big\Art\W3D\CBTHouse07_dsng.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_dsng,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01858--cbthouse07-dsng--b3be4699\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01858--cbthouse07-dsng--b3be4699\four-view.png
01859--cbthouse07-es--932bca2d,W3DZH.big\Art\W3D\CBTHouse07_es.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_es,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01859--cbthouse07-es--932bca2d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01859--cbthouse07-es--932bca2d\four-view.png
01860--cbthouse07-esn--efa1abc5,W3DZH.big\Art\W3D\CBTHouse07_esn.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_esn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01860--cbthouse07-esn--efa1abc5\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01860--cbthouse07-esn--efa1abc5\four-view.png
01861--cbthouse07-rs--28e6ab0d,W3DZH.big\Art\W3D\CBTHouse07_rs.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_rs,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01861--cbthouse07-rs--28e6ab0d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01861--cbthouse07-rs--28e6ab0d\four-view.png
01862--cbthouse07-rsn--0244835b,W3DZH.big\Art\W3D\CBTHouse07_rsn.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_rsn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01862--cbthouse07-rsn--0244835b\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01862--cbthouse07-rsn--0244835b\four-view.png
01863--cbthouse07-s--6bcb9b7f,W3DZH.big\Art\W3D\CBTHouse07_s.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_s,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01863--cbthouse07-s--6bcb9b7f\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01863--cbthouse07-s--6bcb9b7f\four-view.png
01864--cbthouse07-sg--d9818aba,W3DZH.big\Art\W3D\CBTHouse07_sg.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_sg,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01864--cbthouse07-sg--d9818aba\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01864--cbthouse07-sg--d9818aba\four-view.png
01865--cbthouse07-sn--39b9929d,W3DZH.big\Art\W3D\CBTHouse07_sn.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_sn,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01865--cbthouse07-sn--39b9929d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01865--cbthouse07-sn--39b9929d\four-view.png
01866--cbthouse07-sng--78dc7960,W3DZH.big\Art\W3D\CBTHouse07_sng.w3d,Civilian,Residential Building,Mogadishu House 07,CBTHouse07_sng,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01866--cbthouse07-sng--78dc7960\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01866--cbthouse07-sng--78dc7960\four-view.png
01867--cbthouse08-dn--01b97028,W3DZH.big\Art\W3D\CBTHouse08_DN.w3d,Civilian,Residential Building,Mogadishu House 08,CBTHouse08_DN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01867--cbthouse08-dn--01b97028\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01867--cbthouse08-dn--01b97028\four-view.png
01868--cbthouse08-dng--ccc121ac,W3DZH.big\Art\W3D\CBTHouse08_DNG.w3d,Civilian,Residential Building,Mogadishu House 08,CBTHouse08_DNG,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01868--cbthouse08-dng--ccc121ac\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01868--cbthouse08-dng--ccc121ac\four-view.png
01869--cbthouse08-ds--e5388ac1,W3DZH.big\Art\W3D\CBTHouse08_ds.w3d,Civilian,Residential Building,Mogadishu House 08,CBTHouse08_ds,rendered,rejected,rejected,Rejected by automatic image gate: blank or effectively invisible in at least three views,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01869--cbthouse08-ds--e5388ac1\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\01869--cbthouse08-ds--e5388ac1\four-view.png
