production_number,case,source_path_relative,faction_or_context,functional_family,descriptive_asset_name,canonical_stem,rendered_format,review_decision,recommended_format,review_notes,rendered_media,recommended_media,reused_reviewed_pilot
130,05233--cbtconvst2-g--be23cafd,ZH_Generals\W3D.big\Art\W3D\CBTConvSt2_g.w3d,Civilian,Civilian Building,Stan Convenience Store 02,CBTConvSt2_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05233--cbtconvst2-g--be23cafd\Civilian - Civilian Building - Stan Convenience Store 02 - CBTConvSt2_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05233--cbtconvst2-g--be23cafd\Civilian - Civilian Building - Stan Convenience Store 02 - CBTConvSt2_g.gif,False
131,05276--cbthanger1-g--6ca30e2e,ZH_Generals\W3D.big\Art\W3D\CBTHanger1_g.w3d,Civilian,Civilian Building,Stan Hanger 01,CBTHanger1_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05276--cbthanger1-g--6ca30e2e\Civilian - Civilian Building - Stan Hanger 01 - CBTHanger1_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05276--cbthanger1-g--6ca30e2e\Civilian - Civilian Building - Stan Hanger 01 - CBTHanger1_g.gif,False
132,05287--cbthanger2-g--3d055c65,ZH_Generals\W3D.big\Art\W3D\CBTHanger2_g.w3d,Civilian,Civilian Building,Stan Hanger 02,CBTHanger2_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05287--cbthanger2-g--3d055c65\Civilian - Civilian Building - Stan Hanger 02 - CBTHanger2_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05287--cbthanger2-g--3d055c65\Civilian - Civilian Building - Stan Hanger 02 - CBTHanger2_g.gif,False
133,05682--cbtsvtofc1-g--0743ee49,ZH_Generals\W3D.big\Art\W3D\CBTSvtOfc1_g.w3d,Civilian,Civilian Building,Stan Soviet Office 01,CBTSvtOfc1_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05682--cbtsvtofc1-g--0743ee49\Civilian - Civilian Building - Stan Soviet Office 01 - CBTSvtOfc1_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05682--cbtsvtofc1-g--0743ee49\Civilian - Civilian Building - Stan Soviet Office 01 - CBTSvtOfc1_g.gif,False
134,05693--cbtsvtofc2-g--0e4861e9,ZH_Generals\W3D.big\Art\W3D\CBTSvtOfc2_g.w3d,Civilian,Civilian Building,Stan Soviet Office 02,CBTSvtOfc2_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05693--cbtsvtofc2-g--0e4861e9\Civilian - Civilian Building - Stan Soviet Office 02 - CBTSvtOfc2_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05693--cbtsvtofc2-g--0e4861e9\Civilian - Civilian Building - Stan Soviet Office 02 - CBTSvtOfc2_g.gif,False
135,05157--cbtaltower-g--248e4e5e,ZH_Generals\W3D.big\Art\W3D\CBTalTower_G.w3d,Civilian,Civilian Building,Stan Tall Tower,CBTalTower_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05157--cbtaltower-g--248e4e5e\Civilian - Civilian Building - Stan Tall Tower - CBTalTower_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05157--cbtaltower-g--248e4e5e\Civilian - Civilian Building - Stan Tall Tower - CBTalTower_G.gif,False
136,04614--cbmectdrl1-g--0ce7936b,ZH_Generals\W3D.big\Art\W3D\CBMeCtdrl1_g.w3d,Civilian,Civilian Building,Stan Town Hall 01,CBMeCtdrl1_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04614--cbmectdrl1-g--0ce7936b\Civilian - Civilian Building - Stan Town Hall 01 - CBMeCtdrl1_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04614--cbmectdrl1-g--0ce7936b\Civilian - Civilian Building - Stan Town Hall 01 - CBMeCtdrl1_g.gif,False
137,04622--cbmectdrl2-g--99a7599e,ZH_Generals\W3D.big\Art\W3D\CBMeCtdrl2_g.w3d,Civilian,Civilian Building,Stan Town Hall 02,CBMeCtdrl2_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04622--cbmectdrl2-g--99a7599e\Civilian - Civilian Building - Stan Town Hall 02 - CBMeCtdrl2_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04622--cbmectdrl2-g--99a7599e\Civilian - Civilian Building - Stan Town Hall 02 - CBMeCtdrl2_g.gif,False
138,05854--cmtgovbuil-dng--611a5e9e,ZH_Generals\W3D.big\Art\W3D\CMTGovBuil_DNG.w3d,Civilian,Civilian Building,Stan Town Hall 03,CMTGovBuil_DNG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05854--cmtgovbuil-dng--611a5e9e\Civilian - Civilian Building - Stan Town Hall 03 - CMTGovBuil_DNG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05854--cmtgovbuil-dng--611a5e9e\Civilian - Civilian Building - Stan Town Hall 03 - CMTGovBuil_DNG.gif,False
139,05504--cbtower01-ng--a9994b08,ZH_Generals\W3D.big\Art\W3D\CBTower01_NG.w3d,Civilian,Civilian Building,Stan Watch Tower Tall,CBTower01_NG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05504--cbtower01-ng--a9994b08\Civilian - Civilian Building - Stan Watch Tower Tall - CBTower01_NG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05504--cbtower01-ng--a9994b08\Civilian - Civilian Building - Stan Watch Tower Tall - CBTower01_NG.gif,False
140,05027--cbnsubst-g--9fa05560,ZH_Generals\W3D.big\Art\W3D\CBNSubSt_G.w3d,Civilian,Civilian Building,Subway 01,CBNSubSt_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05027--cbnsubst-g--9fa05560\Civilian - Civilian Building - Subway 01 - CBNSubSt_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05027--cbnsubst-g--9fa05560\Civilian - Civilian Building - Subway 01 - CBNSubSt_G.gif,False
141,01722--cbtaprtmnt01--7b84b839,W3DZH.big\Art\W3D\CBTAprtmnt01.w3d,Civilian,Civilian Building,T Aprtmnt 01,CBTAprtmnt01,gif,reject,,no useful visible motion,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01722--cbtaprtmnt01--7b84b839\Civilian - Civilian Building - T Aprtmnt 01 - CBTAprtmnt01.gif,,False
142,05471--cbtoildepo-dng--f623f271,ZH_Generals\W3D.big\Art\W3D\CBTOilDepo_DNG.w3d,Civilian,Civilian Building,TER Oil Depot,CBTOilDepo_DNG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05471--cbtoildepo-dng--f623f271\Civilian - Civilian Building - TER Oil Depot - CBTOilDepo_DNG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05471--cbtoildepo-dng--f623f271\Civilian - Civilian Building - TER Oil Depot - CBTOilDepo_DNG.gif,False
143,05494--cbtoutpost-g--cecff54b,ZH_Generals\W3D.big\Art\W3D\CBTOutpost_g.w3d,Civilian,Civilian Building,TER Out Post,CBTOutpost_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05494--cbtoutpost-g--cecff54b\Civilian - Civilian Building - TER Out Post - CBTOutpost_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05494--cbtoutpost-g--cecff54b\Civilian - Civilian Building - TER Out Post - CBTOutpost_g.gif,False
144,02258--cbtusabldng01--d7900d43,W3DZH.big\Art\W3D\CBTUSABldng01.w3d,Civilian,Civilian Building,TUSA Bldng 01,CBTUSABldng01,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02258--cbtusabldng01--d7900d43\Civilian - Civilian Building - TUSA Bldng 01 - CBTUSABldng01.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02258--cbtusabldng01--d7900d43\Civilian - Civilian Building - TUSA Bldng 01 - CBTUSABldng01.gif,False
145,02035--cbtower02-ng--6cb385f6,W3DZH.big\Art\W3D\CBTower02_NG.w3d,Civilian,Civilian Building,Tall Tower 02,CBTower02_NG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02035--cbtower02-ng--6cb385f6\Civilian - Civilian Building - Tall Tower 02 - CBTower02_NG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02035--cbtower02-ng--6cb385f6\Civilian - Civilian Building - Tall Tower 02 - CBTower02_NG.gif,False
146,01496--cbntmhvmn-g--75c90673,W3DZH.big\Art\W3D\CBNTmHvMN_G.w3d,Civilian,Civilian Building,Temple Of Heaven Main Temple,CBNTmHvMN_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01496--cbntmhvmn-g--75c90673\Civilian - Civilian Building - Temple Of Heaven Main Temple - CBNTmHvMN_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01496--cbntmhvmn-g--75c90673\Civilian - Civilian Building - Temple Of Heaven Main Temple - CBNTmHvMN_G.gif,False
147,05699--cbttent01-dg--45a6c2eb,ZH_Generals\W3D.big\Art\W3D\CBTTent01_DG.w3d,Civilian,Civilian Building,Tent 01,CBTTent01_DG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05699--cbttent01-dg--45a6c2eb\Civilian - Civilian Building - Tent 01 - CBTTent01_DG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05699--cbttent01-dg--45a6c2eb\Civilian - Civilian Building - Tent 01 - CBTTent01_DG.gif,False
148,05704--cbttent02-dg--3aafeba1,ZH_Generals\W3D.big\Art\W3D\CBTTent02_DG.w3d,Civilian,Civilian Building,Tent 02,CBTTent02_DG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05704--cbttent02-dg--3aafeba1\Civilian - Civilian Building - Tent 02 - CBTTent02_DG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05704--cbttent02-dg--3aafeba1\Civilian - Civilian Building - Tent 02 - CBTTent02_DG.gif,False
149,05715--cbttent03-dg--9ade88d4,ZH_Generals\W3D.big\Art\W3D\CBTTent03_DG.w3d,Civilian,Civilian Building,Tent 03,CBTTent03_DG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05715--cbttent03-dg--9ade88d4\Civilian - Civilian Building - Tent 03 - CBTTent03_DG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05715--cbttent03-dg--9ade88d4\Civilian - Civilian Building - Tent 03 - CBTTent03_DG.gif,False
150,05720--cbttent04-dg--28cb76ba,ZH_Generals\W3D.big\Art\W3D\CBTTent04_DG.w3d,Civilian,Civilian Building,Tent 04,CBTTent04_DG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05720--cbttent04-dg--28cb76ba\Civilian - Civilian Building - Tent 04 - CBTTent04_DG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05720--cbttent04-dg--28cb76ba\Civilian - Civilian Building - Tent 04 - CBTTent04_DG.gif,False
151,05859--cmtiangate-e--8eb74131,ZH_Generals\W3D.big\Art\W3D\CMTianGate_E.w3d,Civilian,Civilian Building,Tiananmen Gate,CMTianGate_E,gif,reject,,no useful visible motion,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05859--cmtiangate-e--8eb74131\Civilian - Civilian Building - Tiananmen Gate - CMTianGate_E.gif,,False
152,02366--cine-bbus--e7ec7d1f,W3DZH.big\Art\W3D\CINE U 06 B Bus - CINE_BBus.w3d,Civilian,Civilian Building,U 06 B Bus,CINE_BBus,gif,publish,mp4,Cinematic vehicle tumble is substantial narrative motion.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02366--cine-bbus--e7ec7d1f\Civilian - Civilian Building - U 06 B Bus - CINE_BBus.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02366--cine-bbus--e7ec7d1f\Civilian - Civilian Building - U 06 B Bus - CINE_BBus.mp4,False
153,05519--cbtower03-g--7c3ee3d5,ZH_Generals\W3D.big\Art\W3D\CBTower03_G.w3d,Civilian,Civilian Building,Watch Tower 03,CBTower03_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05519--cbtower03-g--7c3ee3d5\Civilian - Civilian Building - Watch Tower 03 - CBTower03_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05519--cbtower03-g--7c3ee3d5\Civilian - Civilian Building - Watch Tower 03 - CBTower03_G.gif,False
154,04560--cbh2oplnt-g--270a162a,ZH_Generals\W3D.big\Art\W3D\CBH2oPlnt_G.w3d,Civilian,Civilian Building,Water Plant,CBH2oPlnt_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04560--cbh2oplnt-g--270a162a\Civilian - Civilian Building - Water Plant - CBH2oPlnt_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04560--cbh2oplnt-g--270a162a\Civilian - Civilian Building - Water Plant - CBH2oPlnt_G.gif,False
155,02074--cbtower-dng--8ced4f92,W3DZH.big\Art\W3D\CBTower_dng.w3d,Civilian,Civilian Building,Wood Tower,CBTower_dng,gif,reject,,component only or contextless subassembly,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02074--cbtower-dng--8ced4f92\Civilian - Civilian Building - Wood Tower - CBTower_dng.gif,,False
156,02336--cine-akstature--3751059e,W3DZH.big\Art\W3D\CINE ak Stature - CINE_akStature.w3d,Civilian,Civilian Building,ak Stature,CINE_akStature,gif,reject,,component only or contextless subassembly,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02336--cine-akstature--3751059e\Civilian - Civilian Building - ak Stature - CINE_akStature.gif,,False
157,01573--cboffice01-dg--225ae396,W3DZH.big\Art\W3D\CBoffice01_DG.w3d,Civilian,Civilian Building,office 01 DG,CBoffice01_DG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01573--cboffice01-dg--225ae396\Civilian - Civilian Building - office 01 DG - CBoffice01_DG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01573--cboffice01-dg--225ae396\Civilian - Civilian Building - office 01 DG - CBoffice01_DG.gif,False
158,01575--cboffice01-dng--8c4a1320,W3DZH.big\Art\W3D\CBoffice01_DNG.w3d,Civilian,Civilian Building,office 01 DNG,CBoffice01_DNG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01575--cboffice01-dng--8c4a1320\Civilian - Civilian Building - office 01 DNG - CBoffice01_DNG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01575--cboffice01-dng--8c4a1320\Civilian - Civilian Building - office 01 DNG - CBoffice01_DNG.gif,False
159,01577--cboffice01-dsg--c65e4c4c,W3DZH.big\Art\W3D\CBoffice01_DSG.w3d,Civilian,Civilian Building,office 01 DSG,CBoffice01_DSG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01577--cboffice01-dsg--c65e4c4c\Civilian - Civilian Building - office 01 DSG - CBoffice01_DSG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01577--cboffice01-dsg--c65e4c4c\Civilian - Civilian Building - office 01 DSG - CBoffice01_DSG.gif,False
160,01579--cboffice01-dsng--15d9d73d,W3DZH.big\Art\W3D\CBoffice01_DSNG.w3d,Civilian,Civilian Building,office 01 DSNG,CBoffice01_DSNG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01579--cboffice01-dsng--15d9d73d\Civilian - Civilian Building - office 01 DSNG - CBoffice01_DSNG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01579--cboffice01-dsng--15d9d73d\Civilian - Civilian Building - office 01 DSNG - CBoffice01_DSNG.gif,False
161,01584--cboffice01-g--d662f874,W3DZH.big\Art\W3D\CBoffice01_G.w3d,Civilian,Civilian Building,office 01 G,CBoffice01_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01584--cboffice01-g--d662f874\Civilian - Civilian Building - office 01 G - CBoffice01_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01584--cboffice01-g--d662f874\Civilian - Civilian Building - office 01 G - CBoffice01_G.gif,False
162,01586--cboffice01-ng--0faf6a85,W3DZH.big\Art\W3D\CBoffice01_NG.w3d,Civilian,Civilian Building,office 01 NG,CBoffice01_NG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01586--cboffice01-ng--0faf6a85\Civilian - Civilian Building - office 01 NG - CBoffice01_NG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01586--cboffice01-ng--0faf6a85\Civilian - Civilian Building - office 01 NG - CBoffice01_NG.gif,False
163,01592--cboffice01-sg--83a463be,W3DZH.big\Art\W3D\CBoffice01_SG.w3d,Civilian,Civilian Building,office 01 SG,CBoffice01_SG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01592--cboffice01-sg--83a463be\Civilian - Civilian Building - office 01 SG - CBoffice01_SG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01592--cboffice01-sg--83a463be\Civilian - Civilian Building - office 01 SG - CBoffice01_SG.gif,False
